"address.changes";"address.language";"address.lang.changes";"current.profession";"profession.changes";"gender";"num.gender.corrections";"name.changes";"current.nationality";"nationality.changes";"phone.changes";"cust.age";"credit.card.owner";"mean.num.atm.withdr";"mean.num.check.cash.withdr";"mean.num.check.cash.deposits";"mean.num.reg.pmnt.init.by.cust";"mean.num.salary.deposits";"mean.num.transfers";"mean.amnt.pmnts.init.by.cust";"mean.num.security.pur.ord";"mean.num.security.sales.ord";"mean.amnt.atm.withdr";"mean.check.cash.withdr";"mean.cash.deposits";"mean.amnt.reg.pmnt.init.by.cust";"mean.check.credits";"mean.salary.deposits";"mean.check.debits";"mean.amnt.transfers";"mean.num.pmnts.init.by.cust";"mean.amnt.security.pur.ord";"mean.amnt.security.sales.ord";"mean.num.saving.cash.withdr";"mean.num.saving.cash.deposits";"mean.amnt.saving.cash.withdr";"mean.amnt.saving.cash.deposits";"mean.saving.balance";"stdev.num.atm.withdr";"stdev.num.check.cash.withdr";"stdev.num.check.cash.deposits";"stdev.num.reg.pmnt.init.by.cust";"stdev.num.salary.deposits";"stdev.num.transfers";"stdev.amnt.pmnts.init.by.cust";"stdev.num.security.pur.ord";"stdev.num.security.sales.ord";"stdev.amnt.atm.withdr";"stdev.check.cash.withdr";"stdev.cash.deposits";"stdev.amnt.reg.pmnt.init.by.cust";"stdev.check.credits";"stdev.salary.deposits";"stdev.check.debits";"stdev.amnt.transfers";"stdev.num.pmnts.init.by.cust";"stdev.amnt.security.pur.ord";"stdev.amnt.security.sales.ord";"stdev.num.saving.cash.withdr";"stdev.num.saving.cash.deposits";"stdev.amnt.saving.cash.withdr";"stdev.amnt.saving.cash.deposits";"stdev.saving.balance";"cust.age.bin";"mean.salary.deposits.bin"
0;"IT";0;"police";0;"f";0;0;"CH";0;0;70;"Yes";3;1;0.2;0;0;1;0.2;0;0;680;1992.01605;1042.7876;0;4079.79225;0;4094.71208;3037.004685;72.6960334;0;0;0.2;0;1042.7876;0;249588.5542;1.8708287;0;0.4472136;0;0;0;0.4472136;0;0;27.38613;17.71816;2331.7439;0;2332.1866449;0;144.544;1.2514793;162.553272;0;0;0.4472136;0;2331.7439;0;2855.79137;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"GE";0;"teacher";0;"f";0;0;"CH";0;0;46.0833333;"Yes";3.28571429;1;0;0;1;0;0;0;0;1642.85714;3429.29819;0;0;6174.39134;6174.3913;6129.29819;0;0;0;0;0;0;0;0;14190.4966;1.976047;0;0;0;0;0;0;0;0;849.71984;61.95504;0;0;2045.5134181;2045.5134181;493.5753;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"chemist";0;"m";0;0;"CH";0;0;90;"Yes";2.42857143;1;0.14285714;0;0;1;0.14285714;0;0;650;3562.58015;823.9741;0;5597.66303;0;5507.7164;4773.68892;16.56482;0;0;0.14285714;0;823.9741;0;409995.5245;1.5118579;0;0.3779645;0;0;0;0.3779645;0;0;0;30.0725;2180.0306;0;2181.5808182;0;52.61374;2.5300164;43.826394;0;0;0.3779645;0;2180.0306;0;2180.03059;"5:[79.78,99.50]";"1:[0.00,2,492.62)"
0;"FR";0;"police";0;"m";0;0;"CH";0;0;63.5;"Yes";1;1;0;0;1;0;0;0;0;4150;2266.38917;0;0;6784.844;6784.844;6416.38917;0;0;0;0;0;0;0;0;840115.0652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"3:[4,985.24,7,477.86)"
0;"GE";0;"police";0;"m";0;0;"CH";0;0;47.6666667;"Yes";4.66666667;1;0;0;1;0;1;0;0;1300;3347.3964;0;0;4830.21;4830.21;5725.26446;0;227.868061;0;0;0;0;0;0;2435.1126;1.5275252;0;0;0;0;0;0;0;0;823.10388;35.66014;0;0;1.353;1.353;319.6065;0;305.037984;0;0;0;0;0;0;0;"3:[40.35,60.07)";"2:[2,492.62,4,985.24)"
0;"GE";0;"police";0;"m";0;0;"CH";0;0;58.25;"Yes";1.57142857;1.14285714;0;0;1;0;0;0.14285714;0;1157.14286;4936.21635;0;0;7618.80743;7618.8074;7354.78778;0;0;82.85714;0;0;0.14285714;0;957.142857;255338.1317;0.7867958;0.3779645;0;0;0;0;0;0.3779645;0;938.27349;2546.93;0;0;2523.8619168;2523.8619168;3141.072;0;0;219.2194;0;0;0.3779645;0;2532.36197;0;"3:[40.35,60.07)";"4:[7,477.86,9,970.48)"
0;"IT";0;"lawyer";0;"f";0;0;"CH";0;0;31.4166667;"Yes";3.8;2;0;2;1;0;0;0;0;2230;6035.39023;0;2338.88889;10132.122;10132.122;10604.27912;0;0;0;0;0;1;0;3580;249892.8704;1.3038405;0;0;0;0;0;0;0;0;822.04015;2566.164;0;0;4.7481599;4.7481599;2144.854;0;0;0;0;0;0;0;2372.12984;6885.27414;"2:[20.63,40.35)";"5:[9,970.48,12,463.10]"
0;"IT";0;"lawyer";0;"f";0;0;"CH";0;0;47.4166667;"Yes";3.5;1;0;0;1;0;0;0;0;2125;4701.9709;0;0;9636.47685;9636.4769;8693.63756;0;0;0;0;0;0;0;0;274449.811;1.7606817;0;0;0;0;0;0;0;0;1482.14372;56.32365;0;0;5.0562887;5.0562887;622.1986;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"4:[7,477.86,9,970.48)"
0;"GE";0;"police";0;"f";0;0;"CH";0;0;26.3333333;"Yes";1.5;1;0;1;1;0;0;0;0;1700;1947.22644;0;600;5378.175;5378.175;4247.22644;0;0;0;0;0;0;0;0;194275.014;0.5477226;0;0;0;0;0;0;0;0;808.70266;207.517;0;0;3.0374775;3.0374775;603.3116;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"GE";0;"business";0;"m";0;0;"CH";0;0;55.3333333;"Yes";2.625;1;0.125;0;1;0;0;0;0;1168.75;3348.2429;654.4105;0;5907.44468;5253.0342;5754.4929;0;0;0;0;0.125;0;654.4105;0;57309.4962;1.1877349;0;0.3535534;0;0;0;0;0;0;975.02289;56.68574;1850.9524;0;1841.3806505;77.0826446;535.4483;0;0;0;0;0.3535534;0;1850.9524;0;2709.51691;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"business";0;"m";0;0;"CH";0;0;24.9166667;"Yes";3;1;0;1;1;0;0;0;0;850;388.26233;0;600;5056.31266;5056.3127;2404.92899;0;0;0;0;0;0;0;0;10786.279;0;0;0;0;0;0;0;0;0;390.51248;61.50861;0;0;6.0678046;6.0678046;183.8729;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"IT";0;"teacher";0;"f";0;0;"CH";0;0;46;"Yes";2;1;0;0;1;0;0;0;0;3050;3730.59689;0;0;6005.62875;6005.6287;6780.59689;0;0;0;0;0;0;0;0;19933.9674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"police";0;"m";0;0;"CH";0;0;26;"Yes";2;1;0;1;1;0;0.25;0;0;1512.5;789.88148;0;682.5;5373.3042;5373.3042;4229.23895;0;56.8574738;0;0;0;0;0;0;18403.6328;0.8164966;0;0;0;0;0;0.5;0;0;1458.5238;79.78813;0;0;2.0960586;2.0960586;721.5577;0;113.714948;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"EN";0;"teacher";0;"m";0;0;"GB";0;0;39.8333333;"Yes";3;1;0;0;1;0;0;0;0;2150;2015.47892;0;0;5879.63062;5879.6306;4865.47892;0;0;0;0;0;0;0;0;517387.4851;1.4142136;0;0;0;0;0;0;0;0;1767.76695;76.7737;0;0;1.1958943;1.1958943;854.5912;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"IT";0;"lawyer";0;"m";0;0;"CH";0;0;72.75;"Yes";1.5;1;0;0;0;1;0;0;0;1250;4490.45831;0;0;8396.63825;0;8265.45831;8396.63825;0;0;0;0;0;0;0;1995613.1786;0.7071068;0;0;0;0;0;0;0;0;0;0.009076423;0;0;1.5335968;0;35.34626;1.5335968;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"GE";0;"engineer";0;"f";0;0;"YU";0;0;51.5;"Yes";4;2;0;0;1;0;0;0;0;3300;2403.13197;0;0;5414.21496;5414.215;5703.13197;0;0;0;0;0;1;0;400;469156.9726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"engineer";0;"m";0;0;"CH";0;0;42.5;"Yes";4.54545455;1;0;0;1;0;0;0;0;1900;4388.13782;0;0;8307.656;8307.656;7929.04691;0;0;0;0;0;0;0;0;91224.9392;1.2135598;0;0;0;0;0;0;0;0;964.36508;157.031;0;0;2524.8046209;2524.8046209;819.156;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"4:[7,477.86,9,970.48)"
0;"GE";0;"chemist";0;"f";0;0;"CH";0;0;30.4166667;"Yes";3.4;1.2;0;1;1;0;0;0;0;2540;3999.66936;0;877.5;5451.88644;5451.8864;7417.16936;0;0;0;0;0;0.2;0;2320;26502.6827;0.8944272;0.4472136;0;0;0;0;0;0;0;1124.38872;4883.366;0;0;2.5640063;2.5640063;6007.362;0;0;0;0;0;0.4472136;0;5187.67771;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"FR";0;"lawyer";0;"f";0;0;"CH";0;0;69.25;"Yes";2.3;1;0;0;0;1;0;0;0;1685;4283.0679;0;0;5600.38854;0;5968.0679;5600.388544;0;0;0;0;0;0;0;1688036.1524;1.1595018;0;0;0;0;0;0;0;0;24.15229;15.66918;0;0;4.4323666;0;31.47247;4.4323666;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"GE";0;"police";0;"f";0;0;"CH";0;0;23;"Yes";5;1;0;1;1;0;0;0;0;1166.66667;545.76312;0;450;5315.6664;5315.6664;2912.42979;0;0;0;0;0;0;0;0;1734.4964;1;0;0;0;0;0;0;0;0;721.68784;66.64153;0;0;1.6236;1.6236;32.22572;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"FR";0;"engineer";0;"m";0;0;"CH";0;0;65.0833333;"Yes";2.18181818;1;0;0;1;0;0.18181818;0;0;1277.27273;4383.44084;0;0;8055.096;8055.096;7340.05271;0;15.7027803;0;0;0;0;0;0;786694.3042;0.9816498;0;0;0;0;0;0.4045199;0;0;857.42744;163.0524;0;0;2447.7688612;2447.7688612;683.0919;0;35.978001;0;0;0;0;0;0;0;"4:[60.07,79.78)";"4:[7,477.86,9,970.48)"
0;"GE";0;"engineer";0;"m";0;0;"GE";0;0;80.3333333;"Yes";1.33333333;1;0.33333333;0;0;1;0;0;0;700;3960.58286;2058.9948;0;6024.95675;0;6027.24953;3965.962;0;0;0;0.33333333;0;2058.9948;0;990717.9159;0.5773503;0;0.5773503;0;0;0;0;0;0;0;8.751757;3566.2835;0;3567.1504484;0;33.59042;1.001;0;0;0;0.5773503;0;3566.2835;0;3566.28352;"5:[79.78,99.50]";"1:[0.00,2,492.62)"
0;"GE";0;"teacher";0;"m";0;0;"CH";0;0;82.9166667;"Yes";1.7;1.1;0;0;0;1;0.6;0;0;660;1698.34376;0;0;3654.75602;0;3781.68214;3654.756016;98.3383751;0;0;0;0.1;0;570;1009522.1188;0.8232726;0.3162278;0;0;0;0;0.5163978;0;0;21.08185;1804.576;0;0;2.7736116;0;1798.703;2.7736116;128.735591;0;0;0;0.3162278;0;1802.49827;2943.46734;"5:[79.78,99.50]";"1:[0.00,2,492.62)"
0;"GE";0;"chemist";0;"f";0;0;"CH";0;0;43;"Yes";2.14285714;2;0;0;1;0;0;0;0.14285714;1750;4714.55133;0;0;7481.25403;7232.6826;6464.55133;0;0;0;248.57143;0;1;0;2314.285714;400306.1318;0.8997354;0;0;0;0;0;0;0;0.3779645;732.00638;1944.154;0;0;3053.8158927;2396.1581352;2371.033;0;0;0;657.6582;0;0;0;2148.19969;3893.89021;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"chemist";0;"f";0;0;"CH";0;0;36.25;"Yes";4.45454545;1.18181818;0;1;1;0;0;0;0;2177.27273;3136.20725;0;585;7133.94864;7133.9486;5898.47997;0;0;0;0;0;0.18181818;0;800;103820.9068;1.8635255;0.4045199;0;0;0;0;0;0;0;714.62005;2398.001;0;0;2168.175135;2168.175135;2341.958;0;0;0;0;0;0.4045199;0;2400;3531.88078;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"GE";0;"lawyer";0;"f";0;0;"CH";0;0;72.1666667;"Yes";2.375;1.125;0;0;0;1;0;0;0;893.75;5108.49388;0;0;7537.45493;0;7777.24388;7537.454925;0;0;0;0;0.125;0;1000;1429195.678;1.3024702;0.3535534;0;0;0;0;0;0;0;17.67767;2821.517;0;0;4.7812815;0;2834.264;4.7812815;0;0;0;0;0.3535534;0;2828.42712;4140.39336;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"GE";0;"engineer";0;"m";0;0;"CH";0;0;34.3333333;"Yes";3.75;1;0;2;1;0;0;0;0;1762.5;1847.36475;0;1937.09853;7000.84;7000.84;6821.96328;0;0;0;0;0;0;0;0;74386.5332;1.7078251;0;0;0;0;0;0;0;0;1425;42.00046;0;0;2.6508419;2.6508419;611.7341;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
1;"GE";0;"chemist";0;"f";0;0;"CH";0;1;33.25;"Yes";3.85714286;1;0;1;1;0;0;0;0;1450;1784.99988;0;292.5;3495.8781;3495.8781;3527.49988;0;0;0;0;0;0;0;0;154221.3963;1.2149858;0;0;0;0;0;0;0;0;416.3332;631.0857;0;0;1158.2396429;1158.2396429;669.2889;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"2:[2,492.62,4,985.24)"
0;"FR";0;"lawyer";0;"f";0;0;"CH";0;0;36.8333333;"Yes";5.2;1;0;2;1;0;0;0;0;1090;1497.27897;0;2181.38889;5163.6585;5163.6585;5638.66786;0;0;0;0;0;0;0;0;122837.9095;0.4472136;0;0;0;0;0;0;0;0;760.26311;15.38389;0;0;2.37408;2.37408;284.6738;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"IT";0;"no";0;"m";0;0;"CH";0;0;19.25;"Yes";2;1;0.5;0;0;1;0;0;0;725;1503.98134;2596.5784;0;3506.89374;0;2228.98134;910.315313;0;0;0;0.5;0;2596.5784;0;1073393.8508;0;0;0.7071068;0;0;0;0;0;0;35.35534;18.16878;3672.1164;0;3672.3157442;0;17.18656;0.1993157;0;0;0;0.7071068;0;3672.1164;0;3672.11639;"1:[0.92,20.63)";"1:[0.00,2,492.62)"
0;"FR";0;"business";0;"f";0;0;"CH";0;0;72.9166667;"Yes";2.55555556;1.55555556;0;0;0;1;0;0;0.11111111;1277.77778;4360.26188;0;0;5920.29444;0;5638.03966;5855.85;0;0;64.44444;0;0.55555556;0;2100;897162.1194;1.1303883;0.5270463;0;0;0;0;0;0;0.3333333;26.35231;3285.182;0;0;193.3333333;0;3285.825;0;0;0;193.3333;0;0.5270463;0;3286.71569;4432.67539;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"FR";0;"engineer";0;"m";0;0;"CH";0;0;64.5833333;"Yes";2.14285714;1;0;0;1;0;0.28571429;0;0;2200;3088.95068;0;0;6637.62;6637.62;7489.3768;0;36.1404106;0;0;0;0;0;0;889206.7619;1.069045;0;0;0;0;0;0.48795;0;0;1845.94149;194.6251;0;0;2198.7532;2198.7532;1181.327;0;61.739795;0;0;0;0;0;0;0;"4:[60.07,79.78)";"3:[4,985.24,7,477.86)"
0;"IT";0;"teacher";0;"m";0;0;"CH";0;0;34.75;"Yes";1.81818182;1.63636364;0;1;1;0;0;0;0.09090909;1245.45455;1679.4625;0;585;7453.94477;7401.2175;5055.3716;0;0;0;52.72727;0;0.63636364;0;845.454545;118333.0927;0.9816498;0.504525;0;0;0;0;0;0;0.3015113;949.59321;1066.1;0;0;2230.3849334;2249.4237365;1311.347;0;0;0;174.8766;0;0.504525;0;1041.50241;4008.83116;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"IT";0;"police";0;"m";0;0;"CH";0;0;63.0833333;"Yes";2.45454545;1;0;0;1;0;0;0;0;759.09091;3189.00418;0;0;4738.1568;4738.1568;4966.27691;0;0;0;0;0;0;0;0;82555.5413;1.1281521;0;0;0;0;0;0;0;0;506.36853;341.3092;0;0;2625.896797;2625.896797;1052.835;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"2:[2,492.62,4,985.24)"
0;"FR";0;"chemist";0;"m";0;0;"CH";0;0;38.3333333;"Yes";2.33333333;1.16666667;0;1;1;0;0.33333333;0;0;1558.33333;1499.94946;0;877.5;5189.93475;5189.9347;5499.02778;0;88.2449852;0;0;0;0.16666667;0;600;80537.2912;0.8164966;0.4082483;0;0;0;0;0.5163978;0;0;1612.89078;1617.097;0;0;2.8090493;2.8090493;2594.217;0;136.744948;0;0;0;0.4082483;0;1469.69385;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"IT";0;"police";1;"m";0;0;"CH";0;0;24;"Yes";1.75;1;0;0.5;0.5;0.5;0;0;0;850;920.80387;0;225;3195.84238;2964.423;1995.80387;231.419375;0;0;0;0;0;0;0;10821.9515;0.9574271;0;0;0.5773503;0.5773503;0.5773503;0;0;0;452.76926;439.2138;0;259.80762;3178.3473851;3423.0209133;1069.51;462.83875;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"2:[2,492.62,4,985.24)"
0;"GE";0;"lawyer";0;"f";0;0;"CH";0;0;60.5;"Yes";1.83333333;1;0;0;1;0;0;0;0;1391.66667;4255.81616;0;0;8385.12675;8385.1268;7430.81616;0;0;0;0;0;0;0;0;894593.375;0.7527727;0;0;0;0;0;0;0;0;830.31119;451.6353;0;0;3065.1057362;3065.1057362;1224.866;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"4:[7,477.86,9,970.48)"
0;"IT";0;"business";0;"m";0;0;"CH";0;0;68.9166667;"Yes";1;2;0;0;0;1;0;0;1;850;11254.00726;0;0;7086.5;0;13804.00726;6506.5;0;0;580;0;1;0;9900;1506297.3315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"IT";0;"business";0;"m";0;0;"CH";0;0;78.5833333;"Yes";2.5;1;0;0;0;1;0;0;0;875;2043.43918;0;0;6351.58333;0;4668.43918;6351.583333;0;0;0;0;0;0;0;622725.0652;0.7071068;0;0;0;0;0;0;0;0;35.35534;14.98793;0;0;0;0;20.36741;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"IT";0;"chemist";0;"m";0;0;"CH";0;0;50.75;"Yes";2.28571429;1;0.28571429;0;1;0;0.14285714;0;0;1814.28571;4811.10869;1610.9582;0;9035.14639;7424.1882;8425.03601;0;6.784462;0;0;0.28571429;0;1610.9582;0;341098.1215;1.1126973;0;0.48795;0;0;0;0.3779645;0;0;1476.40167;178.7895;2769.1414;0;3197.6632428;2459.4926083;1067.372;0;17.949999;0;0;0.48795;0;2769.1414;0;3826.02494;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"FR";0;"teacher";0;"m";0;0;"CH";0;0;36.5833333;"Yes";4.33333333;1.16666667;0.83333333;0;1;0;0;0.16666667;0;1533.33333;36531.05307;12500;0;18955.87708;6455.8771;39704.3864;0;0;290;0;0.83333333;0.16666667;12500;4600;207305.224;1.3662601;0.4082483;0.4082483;0;0;0;0;0.4082483;0;1257.6433;80031.68;6123.7244;0;6126.0264331;3.5155989;81337.75;0;0;710.352;0;0.4082483;0.4082483;6123.7244;11267.65282;28062.4304;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"FR";0;"chemist";0;"m";0;0;"CH";0;0;31.25;"Yes";3.6;1;0;2;1;0;0;0;0;1560;991.71347;0;2019.62812;6075.6696;6075.6696;5631.34159;0;0;0;0;0;0;0;0;95203.2541;1.3416408;0;0;0;0;0;0;0;0;1140.39467;81.90475;0;0;2.8488959;2.8488959;628.5914;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"FR";0;"chemist";0;"m";0;0;"CH";0;0;31.8333333;"Yes";2;2;0;1;1;0;0;0;0;1159.09091;4249.678;0;600;7804.1054;7804.1054;7449.678;0;0;0;0;0;1;0;2763.636364;249961.4708;1.2649111;0;0;0;0;0;0;0;0;921.36263;2192.501;0;0;2371.9120999;2371.9120999;2194.439;0;0;0;0;0;0;0;2185.53093;9383.52521;"2:[20.63,40.35)";"4:[7,477.86,9,970.48)"
0;"FR";0;"engineer";0;"m";0;0;"CH";0;0;56;"Yes";2.25;1;0;0;1;0;0;0;0;1625;4016.95284;0;0;7534.70667;7534.7067;6904.45284;0;0;0;0;0;0;0;0;597092.5988;1.8929694;0;0;0;0;0;0;0;0;1550;98.51153;0;0;2.6508419;2.6508419;807.2014;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"4:[7,477.86,9,970.48)"
0;"IT";0;"engineer";0;"f";0;0;"CH";0;0;46.8333333;"Yes";4.54545455;1;0.09090909;0;1;0;0;0;0;1236.36364;3752.79351;508.4776;0;7798.0312;7289.5536;6189.15715;0;0;0;0;0.09090909;0;508.4776;0;66913.3098;2.1616492;0;0.3015113;0;0;0;0;0;0;399.43141;202.7425;1686.4294;0;3000.3031516;2639.9448002;637.9305;0;0;0;0;0.3015113;0;1686.4294;0;1686.4294;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"business";0;"m";0;0;"CH";0;0;28.0833333;"Yes";7;1.5;0;1;1;0;0;0;0;1800;2324.81385;0;450;5238.23486;5238.2349;5149.81385;0;0;0;0;0;0.5;0;1700;55223.324;2.8284271;0.7071068;0;0;0;0;0;0;0;1484.92424;2456.65;0;0;2.1196883;2.1196883;3128.401;0;0;0;0;0;0.7071068;0;2404.16306;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"FR";0;"business";0;"m";0;0;"CH";0;0;55.0833333;"Yes";1.75;1;0;0;1;0;0;0;0;1525;1436.5168;0;0;4761.90271;4761.9027;4074.0168;0;0;0;0;0;0;0;0;29522.1647;0.9574271;0;0;0;0;0;0;0;0;1550;104.1012;0;0;2.3874298;2.3874298;908.2771;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"2:[2,492.62,4,985.24)"
0;"IT";0;"teacher";0;"m";0;0;"CH";0;0;60.75;"Yes";2;1;0;0;1;0;0;0;0;2450;4298.44934;0;0;7004.59375;7004.5938;7623.44934;0;0;0;0;0;0;0;0;85890.5236;1.4142136;0;0;0;0;0;0;0;0;2192.03102;99.62111;0;0;1.3287714;1.3287714;1054.215;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"3:[4,985.24,7,477.86)"
0;"FR";0;"engineer";0;"m";0;0;"CH";0;0;51.3333333;"Yes";2.8;1;0;0;1;0;0.2;0;0;1155;3547.76781;0;0;6116.418;6116.418;6085.68658;0;57.9187714;0;0;0;0;0;0;103406.6477;1.7511901;0;0;0;0;0;0.421637;0;0;999.56935;115.7277;0;0;1759.8282647;1759.8282647;804.4801;0;126.931425;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"FR";0;"chemist";0;"m";0;0;"CH";0;0;55.1666667;"Yes";1;1;0;0;1;0;0;0;0;4250;4467.85936;0;0;7329.322;7329.322;8717.85936;0;0;0;0;0;0;0;0;559666.3595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"IT";0;"chemist";0;"m";0;0;"CH";0;0;58.3333333;"Yes";1.83333333;1.33333333;0;0;1;0;0;0;0;1275;3562.34411;0;0;6660.3537;6660.3537;6170.67744;0;0;0;0;0;0.33333333;0;1566.666667;978568.3598;0.7527727;0.5163978;0;0;0;0;0;0;0;1163.50763;3288.456;0;0;3.3708591;3.3708591;3219.12;0;0;0;0;0;0.5163978;0;3284.91502;3478.88871;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"IT";0;"engineer";0;"m";0;0;"CH";0;0;56.5;"Yes";2.57142857;1;0;0;1;0;0;0;0;1571.42857;4202.80886;0;0;8622.53333;8622.5333;7381.38029;0;0;0;0;0;0;0;0;141896.4911;1.272418;0;0;0;0;0;0;0;0;1204.8019;155.2597;0;0;2856.3905446;2856.3905446;918.9571;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"4:[7,477.86,9,970.48)"
0;"GE";0;"engineer";0;"f";0;0;"CH";0;0;28.1666667;"Yes";2.14285714;1.28571429;0;1;1;0;0.14285714;0;0;2114.28571;3335.35831;0;682.5;6337.98;6337.98;6144.46962;0;12.3255878;0;0;0;0.28571429;0;1814.285714;18571.587;1.6761634;0.48795;0;0;0;0;0.3779645;0;0;941.94581;3081.41;0;0;2099.9421447;2099.9421447;4007.392;0;32.61044;0;0;0;0.48795;0;3157.22904;2003.21171;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"GE";0;"engineer";0;"f";0;0;"CH";0;0;37.5833333;"Yes";1.66666667;1.83333333;0;1;1;0;0.16666667;0;0;1091.66667;3778.23094;0;525;5733.882;5733.882;6549.93946;0;46.7085163;0;0;0;0.83333333;0;3133.333333;303885.3527;0.8164966;0.4082483;0;0;0;0;0.4082483;0;0;1033.15859;3036.56;0;0;3.1115623;3.1115623;3171.532;0;114.412031;0;0;0;0.4082483;0;3042.14836;6275.80008;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"GE";0;"chemist";0;"m";0;0;"GE";0;0;56.6666667;"Yes";1.75;1.25;0;0;1;0;0;0;0;1612.5;6737.66452;0;0;7362.355;7362.355;9600.16452;0;0;0;0;0;0.25;0;2475;507844.2994;0.9574271;0.5;0;0;0;0;0;0;0;1558.51158;5028.348;0;0;2.5845709;2.5845709;5753.381;0;0;0;0;0;0.5;0;4950;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"FR";0;"teacher";0;"m";0;0;"CH";0;0;24.3333333;"Yes";4;1;0;1;1;0;0;0;0;1000;634.38115;0;450;7130.01958;7130.0196;3225.29024;0;0;0;0;0;0;0;0;7337.7138;1;0;0;0;0;0;0;0;0;394.33488;95.75247;0;0;2167.1343098;2167.1343098;404.1283;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"GE";0;"engineer";0;"m";0;0;"CH";0;0;62.4166667;"Yes";3;1;0;0;1;0;0;0;0;1150;1537.34499;0;0;3846.92;3846.92;3454.01166;0;0;0;0;0;0;0;0;564598.2425;2;0;0;0;0;0;0;0;0;1039.23048;35.6668;0;0;1.0266667;1.0266667;409.375;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"2:[2,492.62,4,985.24)"
